1421165668,104,2407,80,5,41,886,0,280,1,35,42,54,0,0,46890,1,16210,149,1
1421958534,385,474,80,1,12,180,0,48,4,259,42,2730,0,0,47649,1,12842,14,1
1421958546,385,474,80,1,12,180,0,48,4,259,42,2718,0,0,47649,1,12842,14,1
1421958551,385,474,80,1,12,180,0,48,4,259,42,2720,0,0,47649,1,12842,14,1
1421958554,385,474,80,1,12,180,0,48,4,259,42,2722,0,0,47649,1,12842,14,1
1421958560,385,474,80,1,12,180,0,48,4,259,42,2717,0,0,47649,1,12842,14,1
1421958562,385,474,80,1,12,180,0,48,4,259,42,2721,0,0,47649,1,12842,14,1
1421958627,385,474,80,1,12,180,0,48,4,259,42,2719,0,0,47649,1,12842,14,1
1421958639,385,474,80,1,12,180,0,48,4,259,42,2723,0,0,47649,1,12842,14,1
1403778263,285,483,80,5,41,676,0,271,1,36,42,54,158,0,36846,1,12773,146,1
1403778281,285,483,80,1,41,676,0,271,1,36,42,54,0,0,55325,1,12655,146,1
1403778282,285,483,80,5,41,676,0,271,1,36,42,54,421,0,49326,1,12769,146,1
1403778304,285,483,80,5,41,676,0,271,1,36,42,54,421,0,46701,1,14255,146,1
1403778304,363,482,80,5,41,833,0,271,1,36,42,54,421,0,47476,0,1694,146,1
1403778304,363,481,80,5,41,835,0,271,1,36,42,54,421,0,44162,0,13297,146,1
1403778304,363,480,80,5,41,834,0,271,1,36,42,54,421,0,53323,0,2086,146,1
1403778308,285,483,80,5,41,676,0,271,1,36,42,54,421,0,46701,1,14253,146,1
1403778313,285,483,80,5,41,676,0,271,1,36,42,54,421,0,46701,1,14260,146,1
1403778315,387,2325,80,5,41,632,0,271,1,36,42,54,421,0,37750,1,7205,146,1
1403778320,363,480,80,5,41,834,0,271,1,36,42,54,421,0,44201,0,13580,146,1
1403778327,392,481,80,5,41,1284,0,271,1,36,42,54,421,0,51403,0,16980,146,1
1403778327,392,481,80,5,41,1284,0,271,1,36,42,54,421,0,51213,0,16979,146,1
1421156381,159,815,80,1,7,1122,0,286,4,36,42,1527,0,0,46803,0,3666,25,1
1421156385,159,111,80,5,41,243,0,286,1,36,42,54,0,0,51486,0,13775,138,1
1421156387,104,2393,80,5,41,886,0,286,1,36,42,54,751,0,42497,1,16210,156,1
1421156406,104,2393,80,5,41,886,0,286,1,36,42,54,751,0,52760,1,16210,156,1
1421156447,159,111,80,5,41,243,0,286,1,36,42,54,0,0,40048,0,13770,138,1
1421156450,285,2386,80,1,41,676,0,286,1,36,42,54,0,0,41603,1,12157,156,1
1421156450,285,2386,80,1,41,676,0,286,1,36,42,54,0,0,60917,1,11921,156,1
1421156450,363,2385,80,5,41,834,0,286,1,36,42,54,99,0,51607,0,9577,138,1
1421156464,159,111,80,5,41,243,0,286,1,36,42,54,0,0,45409,0,13769,138,1
1421156468,363,2385,80,5,41,834,0,286,1,36,42,54,98,0,45605,0,795,138,1
1421156484,159,110,80,5,41,243,0,286,1,36,42,54,0,0,54280,0,13771,138,1
1421156488,363,2384,80,5,41,834,0,286,1,36,42,54,100,0,52423,0,795,138,1
1421156520,285,2386,80,1,41,676,0,286,1,36,42,54,0,0,34520,1,11844,156,1
1421156525,285,2386,80,1,41,676,0,286,1,36,42,54,0,0,60701,1,12117,156,1
1421156525,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,57222,1,12770,156,1
1421156529,104,2550,80,1,41,570,0,286,1,36,42,54,0,0,47904,1,10571,156,1
1421156545,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,43720,1,13954,156,1
1421156547,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,44838,1,16430,156,1
1421156547,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,52506,1,14265,156,1
1421156547,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,60935,1,14260,156,1
1421156549,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,43720,1,14268,156,1
1421156549,285,2386,80,5,41,676,0,286,1,36,42,54,465,0,43720,1,14267,156,1
1421156549,285,2386,80,5,41,676,0,286,1,36,42,54,539,0,43720,1,13965,156,1
1421156553,104,2550,80,1,41,570,0,286,1,36,42,54,0,0,42232,1,10606,156,1
1421156555,242,2144,80,5,41,473,0,286,1,36,42,54,465,0,38141,1,7002,156,1
1421156555,242,2144,80,5,41,473,0,286,1,36,42,54,539,0,42307,1,7009,156,1
1421156588,285,2386,80,1,41,676,0,286,1,36,42,54,0,0,48684,1,12320,156,1
1421156591,285,2386,80,5,41,676,0,286,1,36,42,54,601,0,44445,1,13953,156,1
1421156593,104,2550,80,1,41,570,0,286,1,36,42,54,0,0,34484,1,10607,156,1
1421156595,242,2144,80,5,41,473,0,286,1,36,42,54,601,0,49365,1,6969,156,1
1421169572,104,1102,80,5,41,886,0,520,1,700,42,54,751,0,55325,1,16210,156,1
1421156818,383,584,80,1,41,1443,0,145,1,8,42,54,0,0,49326,1,6175,68,1
1421156862,38,673,80,1,12,678,0,145,4,8,42,206,0,0,37852,0,1769,35,1
1397409446,712,872,80,1,41,1493,0,535,1,700,42,54,0,0,52665,0,80,138,1
1397409446,712,872,80,1,41,1493,0,535,1,700,42,54,0,0,49326,0,62,138,1
1397409449,558,872,80,5,41,940,0,535,1,700,42,54,0,0,52760,0,1464,138,1
1397409449,247,1859,80,1,41,484,0,535,1,700,42,54,0,0,43829,0,1846,35,1
1397409449,247,1859,80,1,41,484,0,535,1,700,42,54,0,0,54446,0,1844,35,1
1397409449,247,1859,80,1,41,484,0,535,1,700,42,54,0,0,33003,0,1845,35,1
1397409450,247,1859,80,1,41,484,0,535,1,700,42,54,0,0,38566,0,1843,35,1
